Edad,País / Procedencia,Idioma,Presupuesto,Días de viaje,Tipo de viaje,Problemas respiratorios,Movilidad reducida,Alergias,Comida,Naturaleza,Historia,Fotografía,Altura máxima tolerada,Recomendación médica,Destino
36,Perú,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,4100,Evitar alcohol,Laguna Humantay
43,Estados Unidos,Inglés,Alto,8,Fotografía,Sí,No,No,Sí,Sí,Sí,Sí,4000,Descanso previo,Laguna Humantay
20,Chile,Español,Económico,2,Aventura,No,No,No,No,Sí,No,Sí,4300,Consumir líquidos,Laguna Humantay
47,Francia,Francés,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,3500,Hidratación constante,Laguna Humantay
33,México,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Usar bloqueador,Laguna Humantay
26,Perú,Español,Medio,4,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Hidratación constante,Valle Rojo
34,Estados Unidos,Inglés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4300,Aclimatación previa,Valle Rojo
22,Argentina,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,4000,Consumir mate de coca,Valle Rojo
41,Canadá,Inglés,Alto,8,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,4350,Aclimatación obligatoria,Valle Rojo
29,Brasil,Portugués,Medio,5,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4200,Hidratación adecuada,Valle Rojo
38,Alemania,Alemán,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,4300,Preparación física,Valle Rojo
24,Chile,Español,Económico,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,3900,Consumir líquidos,Valle Rojo
33,Francia,Francés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4250,Usar ropa térmica,Valle Rojo
27,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Descanso adecuado,Valle Rojo
45,Reino Unido,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4350,Aclimatación previa,Valle Rojo
21,Colombia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Hidratación básica,Valle Rojo
39,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4300,Llevar snacks energéticos,Valle Rojo
28,España,Español,Medio,6,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,4050,Hidratación constante,Valle Rojo
36,China,Chino,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4250,Aclimatación previa,Valle Rojo
25,Perú,Español,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,3950,Consumir mate de coca,Valle Rojo
42,Italia,Italiano,Alto,8,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,4200,Descansar antes del viaje,Valle Rojo
30,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Hidratación continua,Valle Rojo
22,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Descansar correctamente,Valle Rojo
44,Suiza,Alemán,Alto,11,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4350,Preparación física,Valle Rojo
27,Ecuador,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Evitar comidas pesadas,Valle Rojo
35,Países Bajos,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4250,Hidratación y descanso,Valle Rojo
23,Venezuela,Español,Económico,4,Aventura,No,No,Sí,Sí,Sí,No,Sí,3900,Consumir líquidos,Valle Rojo
46,Noruega,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4350,Aclimatación obligatoria,Valle Rojo
28,Portugal,Portugués,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Evitar alcohol,Valle Rojo
32,Israel,Hebreo,Alto,8,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4250,Descanso previo,Valle Rojo
24,Uruguay,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Hidratación básica,Valle Rojo
40,Irlanda,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Consumir agua frecuentemente,Valle Rojo
26,Sudáfrica,Inglés,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,4100,Usar bloqueador solar,Valle Rojo
33,Filipinas,Inglés,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,4000,Medicamentos básicos,Valle Rojo
29,Marruecos,Árabe,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Descanso moderado,Valle Rojo
43,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4350,Aclimatación y descanso,Valle Rojo
27,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4200,Hidratación permanente,Valle Rojo
38,Dinamarca,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Preparación física,Valle Rojo
22,Paraguay,Español,Económico,3,Cultural,No,No,No,Sí,Sí,No,Sí,3800,Consumir agua,Valle Rojo
45,Austria,Alemán,Alto,10,Fotografía,Sí,No,Sí,Sí,Sí,Sí,Sí,3900,Consulta médica,Valle Rojo
31,Costa Rica,Español,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,4100,Hidratación adecuada,Valle Rojo
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4250,Ropa térmica,Valle Rojo
36,Rusia,Ruso,Alto,9,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4300,Aclimatación previa,Valle Rojo
28,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Consumir mate de coca,Valle Rojo
34,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4250,Hidratación continua,Valle Rojo
21,Perú,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Descanso adecuado,Valle Rojo
47,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,3900,Control médico,Valle Rojo
30,Tailandia,Tailandés,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,4200,Hidratación y descanso,Valle Rojo
35,Estados Unidos,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4350,Preparación física,Valle Rojo
24,Perú,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,3800,Consumir líquidos,Valle Rojo
39,Canadá,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4250,Aclimatación previa,Valle Rojo
27,España,Español,Medio,5,Aventura,No,No,No,Sí,Sí,Sí,Sí,4050,Hidratación constante,Valle Rojo
42,Brasil,Portugués,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4300,Ropa adecuada,Valle Rojo
26,Turquía,Turco,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,4000,Llevar medicamentos,Valle Rojo
38,India,Inglés,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,4250,Usar ropa ligera,Valle Rojo
22,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3800,Hidratación adecuada,Valle Rojo
41,Bélgica,Francés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4000,Control médico,Valle Rojo
26,Perú,Español,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,4600,Aclimatación previa,Nevado Salkantay
34,Argentina,Español,Alto,7,Naturaleza,No,No,No,Sí,Sí,No,Sí,4600,Hidratación adecuada,Nevado Salkantay
22,Chile,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,4500,Consumir líquidos,Nevado Salkantay
41,Estados Unidos,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Descanso previo,Nevado Salkantay
29,Brasil,Portugués,Medio,6,Aventura,No,No,No,Sí,Sí,No,Sí,4600,Evitar alcohol,Nevado Salkantay
37,Canadá,Inglés,Alto,9,Naturaleza,Sí,No,No,Sí,Sí,Sí,Sí,4200,Consulta médica,Nevado Salkantay
24,México,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,4500,Hidratación constante,Nevado Salkantay
32,Francia,Francés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4600,Aclimatación obligatoria,Nevado Salkantay
28,Colombia,Español,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,4500,Consumir mate de coca,Nevado Salkantay
45,Japón,Japonés,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,3500,Descanso constante,Nevado Salkantay
23,Bolivia,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,4500,Consumir líquidos,Nevado Salkantay
39,Italia,Italiano,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Usar bloqueador,Nevado Salkantay
31,Alemania,Alemán,Alto,7,Naturaleza,No,No,No,Sí,Sí,No,Sí,4600,Hidratación adecuada,Nevado Salkantay
21,Perú,Español,Económico,3,Aventura,No,No,No,No,Sí,No,Sí,4500,Aclimatación previa,Nevado Salkantay
43,Reino Unido,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Descanso previo,Nevado Salkantay
27,Uruguay,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,4500,Consumir líquidos,Nevado Salkantay
35,Australia,Inglés,Alto,8,Aventura,No,No,No,Sí,Sí,No,Sí,4600,Evitar alcohol,Nevado Salkantay
25,Ecuador,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,4500,Consumir mate de coca,Nevado Salkantay
42,Corea del Sur,Coreano,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Aclimatación obligatoria,Nevado Salkantay
30,Paraguay,Español,Medio,6,Naturaleza,No,No,No,Sí,Sí,No,Sí,4500,Hidratación adecuada,Nevado Salkantay
38,Portugal,Portugués,Alto,7,Aventura,No,No,No,Sí,Sí,No,Sí,4600,Descanso previo,Nevado Salkantay
22,Venezuela,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,4500,Hidratación constante,Nevado Salkantay
40,China,Chino,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Usar protector solar,Nevado Salkantay
29,Costa Rica,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,4500,Consumir líquidos,Nevado Salkantay
27,Suiza,Alemán,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Aclimatación obligatoria,Nevado Salkantay
36,Perú,Español,Medio,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,4500,Evitar alcohol,Nevado Salkantay
43,Estados Unidos,Inglés,Alto,8,Fotografía,Sí,No,No,Sí,Sí,Sí,Sí,4200,Consulta médica,Nevado Salkantay
20,Chile,Español,Económico,2,Aventura,No,No,No,No,Sí,No,Sí,4500,Consumir líquidos,Nevado Salkantay
47,Francia,Francés,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,3500,Descanso constante,Nevado Salkantay
33,México,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Usar bloqueador,Nevado Salkantay
28,Perú,Español,Medio,4,Aventura,No,No,No,Sí,Sí,No,Sí,4500,Hidratación adecuada,Nevado Salkantay
31,Argentina,Español,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Descanso previo,Nevado Salkantay
24,Brasil,Portugués,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,4500,Consumir mate de coca,Nevado Salkantay
35,Canadá,Inglés,Alto,8,Naturaleza,Sí,No,No,Sí,Sí,Sí,Sí,4200,Consulta médica,Nevado Salkantay
29,Italia,Italiano,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,4500,Evitar alcohol,Nevado Salkantay
26,Colombia,Español,Medio,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,4500,Hidratación constante,Nevado Salkantay
32,Australia,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Aclimatación obligatoria,Nevado Salkantay
23,Bolivia,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,4500,Consumir líquidos,Nevado Salkantay
44,Japón,Japonés,Alto,9,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,3500,Descanso constante,Nevado Salkantay
25,Chile,Español,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,4500,Consumir mate de coca,Nevado Salkantay
30,Francia,Francés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,4600,Usar protector solar,Nevado Salkantay
27,España,Español,Medio,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,4500,Hidratación adecuada,Nevado Salkantay
34,Estados Unidos,Inglés,Alto,7,Aventura,No,No,No,Sí,Sí,No,Sí,4600,Descanso previo,Nevado Salkantay
21,Perú,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,4500,Consumir líquidos,Nevado Salkantay
39,Alemania,Alemán,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Aclimatación obligatoria,Nevado Salkantay
28,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,4000,Usar bloqueador,Nevado Salkantay
42,Reino Unido,Inglés,Alto,9,Naturaleza,Sí,No,No,Sí,Sí,Sí,Sí,4200,Consulta médica,Nevado Salkantay
24,Ecuador,Español,Económico,3,Aventura,No,No,No,No,Sí,No,Sí,4500,Consumir mate de coca,Nevado Salkantay
31,Portugal,Portugués,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,4600,Hidratación adecuada,Nevado Salkantay
28,Perú,Español,Medio,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,3600,Hidratación adecuada,Bosque de Piedras de Huasao
35,Estados Unidos,Inglés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3700,Aclimatación previa,Bosque de Piedras de Huasao
24,Argentina,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3500,Consumir líquidos,Bosque de Piedras de Huasao
42,Canadá,Inglés,Alto,8,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3800,Descanso previo,Bosque de Piedras de Huasao
31,Brasil,Portugués,Medio,5,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3650,Hidratación constante,Bosque de Piedras de Huasao
38,Alemania,Alemán,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,3900,Preparación física,Bosque de Piedras de Huasao
22,Chile,Español,Económico,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,3500,Consumir mate de coca,Bosque de Piedras de Huasao
33,Francia,Francés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3750,Usar ropa térmica,Bosque de Piedras de Huasao
27,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3600,Descanso moderado,Bosque de Piedras de Huasao
46,Reino Unido,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3800,Aclimatación recomendada,Bosque de Piedras de Huasao
21,Colombia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3400,Hidratación básica,Bosque de Piedras de Huasao
39,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3750,Llevar snacks energéticos,Bosque de Piedras de Huasao
29,España,Español,Medio,6,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3600,Hidratación constante,Bosque de Piedras de Huasao
37,China,Chino,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Aclimatación previa,Bosque de Piedras de Huasao
25,Perú,Español,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,3500,Consumir agua,Bosque de Piedras de Huasao
43,Italia,Italiano,Alto,8,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3700,Descansar antes del viaje,Bosque de Piedras de Huasao
30,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3650,Hidratación continua,Bosque de Piedras de Huasao
23,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3400,Descansar correctamente,Bosque de Piedras de Huasao
45,Suiza,Alemán,Alto,11,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3900,Preparación física,Bosque de Piedras de Huasao
28,Ecuador,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3550,Evitar comidas pesadas,Bosque de Piedras de Huasao
34,Países Bajos,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3700,Hidratación y descanso,Bosque de Piedras de Huasao
24,Venezuela,Español,Económico,4,Aventura,No,No,Sí,Sí,Sí,No,Sí,3500,Consumir líquidos,Bosque de Piedras de Huasao
47,Noruega,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3850,Aclimatación obligatoria,Bosque de Piedras de Huasao
29,Portugal,Portugués,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3600,Evitar alcohol,Bosque de Piedras de Huasao
32,Israel,Hebreo,Alto,8,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3750,Descanso previo,Bosque de Piedras de Huasao
25,Uruguay,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3400,Hidratación básica,Bosque de Piedras de Huasao
41,Irlanda,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Consumir agua frecuentemente,Bosque de Piedras de Huasao
27,Sudáfrica,Inglés,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,3650,Usar bloqueador solar,Bosque de Piedras de Huasao
33,Filipinas,Inglés,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3600,Medicamentos básicos,Bosque de Piedras de Huasao
30,Marruecos,Árabe,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,3450,Descanso moderado,Bosque de Piedras de Huasao
44,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3900,Aclimatación y descanso,Bosque de Piedras de Huasao
28,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3700,Hidratación permanente,Bosque de Piedras de Huasao
39,Dinamarca,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Preparación física,Bosque de Piedras de Huasao
22,Paraguay,Español,Económico,3,Cultural,No,No,No,Sí,Sí,No,Sí,3400,Consumir agua,Bosque de Piedras de Huasao
46,Austria,Alemán,Alto,10,Fotografía,Sí,No,Sí,Sí,Sí,Sí,Sí,3600,Consulta médica,Bosque de Piedras de Huasao
31,Costa Rica,Español,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,3650,Hidratación adecuada,Bosque de Piedras de Huasao
26,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3750,Ropa térmica,Bosque de Piedras de Huasao
37,Rusia,Ruso,Alto,9,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3800,Aclimatación previa,Bosque de Piedras de Huasao
29,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3550,Consumir mate de coca,Bosque de Piedras de Huasao
35,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3700,Hidratación continua,Bosque de Piedras de Huasao
21,Perú,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3400,Descanso adecuado,Bosque de Piedras de Huasao
48,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,3600,Control médico,Bosque de Piedras de Huasao
30,Tailandia,Tailandés,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3700,Hidratación y descanso,Bosque de Piedras de Huasao
36,Estados Unidos,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3850,Preparación física,Bosque de Piedras de Huasao
25,Perú,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,3450,Consumir líquidos,Bosque de Piedras de Huasao
40,Canadá,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3750,Aclimatación previa,Bosque de Piedras de Huasao
28,España,Español,Medio,5,Aventura,No,No,No,Sí,Sí,Sí,Sí,3600,Hidratación constante,Bosque de Piedras de Huasao
43,Brasil,Portugués,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Ropa adecuada,Bosque de Piedras de Huasao
27,Turquía,Turco,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3550,Llevar medicamentos,Bosque de Piedras de Huasao
39,India,Inglés,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,3750,Usar ropa ligera,Bosque de Piedras de Huasao
23,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3400,Hidratación adecuada,Bosque de Piedras de Huasao
42,Bélgica,Francés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3650,Control médico,Bosque de Piedras de Huasao
27,Perú,Español,Medio,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,3500,Hidratación adecuada,Laguna Piuray
35,Estados Unidos,Inglés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3600,Aclimatación previa,Laguna Piuray
24,Argentina,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3400,Consumir líquidos,Laguna Piuray
41,Canadá,Inglés,Alto,8,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3700,Descanso previo,Laguna Piuray
30,Brasil,Portugués,Medio,5,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3550,Hidratación constante,Laguna Piuray
38,Alemania,Alemán,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,3900,Preparación física,Laguna Piuray
22,Chile,Español,Económico,4,Naturaleza,No,No,No,Sí,Sí,No,Sí,3400,Consumir mate de coca,Laguna Piuray
33,Francia,Francés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3650,Usar ropa térmica,Laguna Piuray
28,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3500,Descanso moderado,Laguna Piuray
46,Reino Unido,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3800,Aclimatación recomendada,Laguna Piuray
21,Colombia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3300,Hidratación básica,Laguna Piuray
39,Japón,Japonés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3700,Llevar snacks energéticos,Laguna Piuray
29,España,Español,Medio,6,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3500,Hidratación constante,Laguna Piuray
37,China,Chino,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Aclimatación previa,Laguna Piuray
25,Perú,Español,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,3400,Consumir agua,Laguna Piuray
43,Italia,Italiano,Alto,8,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3600,Descansar antes del viaje,Laguna Piuray
31,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3550,Hidratación continua,Laguna Piuray
23,Bolivia,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3300,Descansar correctamente,Laguna Piuray
45,Suiza,Alemán,Alto,11,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3900,Preparación física,Laguna Piuray
28,Ecuador,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3450,Evitar comidas pesadas,Laguna Piuray
34,Países Bajos,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3650,Hidratación y descanso,Laguna Piuray
24,Venezuela,Español,Económico,4,Aventura,No,No,Sí,Sí,Sí,No,Sí,3400,Consumir líquidos,Laguna Piuray
47,Noruega,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Aclimatación obligatoria,Laguna Piuray
29,Portugal,Portugués,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3500,Evitar alcohol,Laguna Piuray
32,Israel,Hebreo,Alto,8,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3700,Descanso previo,Laguna Piuray
25,Uruguay,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3300,Hidratación básica,Laguna Piuray
41,Irlanda,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Consumir agua frecuentemente,Laguna Piuray
27,Sudáfrica,Inglés,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,3550,Usar bloqueador solar,Laguna Piuray
33,Filipinas,Inglés,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3500,Medicamentos básicos,Laguna Piuray
30,Marruecos,Árabe,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,3350,Descanso moderado,Laguna Piuray
44,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3900,Aclimatación y descanso,Laguna Piuray
28,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3600,Hidratación permanente,Laguna Piuray
39,Dinamarca,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Preparación física,Laguna Piuray
22,Paraguay,Español,Económico,3,Cultural,No,No,No,Sí,Sí,No,Sí,3300,Consumir agua,Laguna Piuray
46,Austria,Alemán,Alto,10,Fotografía,Sí,No,Sí,Sí,Sí,Sí,Sí,3500,Consulta médica,Laguna Piuray
31,Costa Rica,Español,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,3550,Hidratación adecuada,Laguna Piuray
26,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3700,Ropa térmica,Laguna Piuray
37,Rusia,Ruso,Alto,9,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3800,Aclimatación previa,Laguna Piuray
29,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,3450,Consumir mate de coca,Laguna Piuray
35,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3600,Hidratación continua,Laguna Piuray
21,Perú,Español,Económico,3,Mochilero,No,No,No,Sí,Sí,No,Sí,3300,Descanso adecuado,Laguna Piuray
48,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,3500,Control médico,Laguna Piuray
30,Tailandia,Tailandés,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3600,Hidratación y descanso,Laguna Piuray
36,Estados Unidos,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Preparación física,Laguna Piuray
25,Perú,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,3350,Consumir líquidos,Laguna Piuray
40,Canadá,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3700,Aclimatación previa,Laguna Piuray
28,España,Español,Medio,5,Aventura,No,No,No,Sí,Sí,Sí,Sí,3500,Hidratación constante,Laguna Piuray
43,Brasil,Portugués,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3800,Ropa adecuada,Laguna Piuray
