Edad,País / Procedencia,Idioma,Presupuesto,Días de viaje,Tipo de viaje,Problemas respiratorios,Movilidad reducida,Alergias,Comida,Naturaleza,Historia,Fotografía,Destino recomendado,Destino alternativo,Nivel de dificultad,Requiere caminata,Altura máxima tolerada,Recomendación médica,Tipo de transporte,Tour recomendado,Riesgo por altura,Apto para adulto mayor,Apto para niños
37,Rusia,Ruso,Alto,9,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Ollantaytambo,Medio,Sí,3500,Aclimatación previa,Bus,Cusco Imperial,Medio,Sí,Sí
28,Perú,Español,Medio,5,Gastronómico,No,No,No,Sí,Sí,No,Sí,Valle Sagrado de los Incas,Mercado de Pisac,Bajo,No,3300,Consumir mate de coca,Bus,Tour Gastronómico,Bajo,Sí,Sí
36,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Moray,Medio,Sí,3450,Hidratación continua,Bus,Andes Photo Tour,Medio,Sí,Sí
23,Perú,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Valle Sagrado de los Incas,Chinchero,Bajo,Sí,3200,Descanso adecuado,Bus,City Budget,Bajo,Sí,Sí
48,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Pisac,Bajo,Sí,3300,Control médico,Bus,Heritage Andes,Bajo,Sí,Sí
31,Tailandia,Tailandés,Medio,6,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Maras,Medio,Sí,3450,Hidratación y descanso,Bus + Caminata,Cusco Colors,Medio,Sí,Sí
35,Estados Unidos,Inglés,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Ollantaytambo,Medio,Sí,3500,Preparación ligera,Bus,Peru History Tour,Medio,Sí,Sí
24,Perú,Español,Económico,4,Gastronómico,No,No,No,Sí,Sí,No,Sí,Valle Sagrado de los Incas,Mercado de Pisac,Bajo,No,3200,Consumir líquidos,Bus,Cusco Sabores,Bajo,Sí,Sí
41,Canadá,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Maras,Medio,Sí,3500,Aclimatación previa,Bus,Colonial Photo Tour,Medio,Sí,Sí
27,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Pisac,Bajo,Sí,3300,Hidratación constante,Bus,Cultural Adventure,Bajo,Sí,Sí
42,Brasil,Portugués,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Moray,Medio,Sí,3500,Ropa adecuada,Bus,Photo Premium,Medio,Sí,Sí
29,Turquía,Turco,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Ollantaytambo,Medio,Sí,3450,Llevar medicamentos,Bus + Caminata,Andes Tour,Medio,Sí,Sí
38,India,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Salineras de Maras,Medio,Sí,3500,Usar ropa ligera,Bus,City Explorer,Medio,Sí,Sí
22,Bolivia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Valle Sagrado de los Incas,Chinchero,Bajo,Sí,3200,Hidratación adecuada,Bus,Backpacker Peru,Bajo,Sí,Sí
44,Bélgica,Francés,Alto,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,Valle Sagrado de los Incas,Maras,Medio,Sí,3450,Control médico,Bus,Cultural Andes,Medio,Sí,Sí
28,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3400,Hidratación adecuada,Bus,Tour Maras Moray,Medio,Sí,Sí
34,Estados Unidos,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Valle Sagrado,Medio,Sí,3500,Aclimatación ligera,Bus + Caminata,Photo Salt Tour,Medio,Sí,Sí
22,Argentina,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Chinchero,Bajo,Sí,3300,Consumir líquidos,Bus,Ruta Económica Cusco,Bajo,Sí,Sí
41,Canadá,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Ollantaytambo,Medio,Sí,3500,Descanso previo,Bus,Cultural Andes Tour,Medio,Sí,Sí
27,Brasil,Portugués,Medio,6,Naturaleza,No,No,Sí,Sí,Sí,No,Sí,Salineras de Maras,Laguna Piuray,Medio,Sí,3400,Hidratación constante,Bus,Nature Salt Tour,Medio,Sí,Sí
36,Alemania,Alemán,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Machu Picchu,Medio,Sí,3500,Usar protector solar,Bus + Tren,Andes Photography,Medio,Sí,No
24,Chile,Español,Económico,4,Cultural,No,No,No,Sí,Sí,Sí,No,Salineras de Maras,Centro Histórico de Cusco,Bajo,No,3200,Consumir mate de coca,Bus,City & Salt Tour,Bajo,Sí,Sí
33,Francia,Francés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Pisac,Medio,Sí,3450,Aclimatación previa,Bus,Sacred Salt Explorer,Medio,Sí,Sí
29,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Urubamba,Medio,Sí,3400,Descanso moderado,Bus,Ruta Maras Imperial,Medio,Sí,Sí
45,Reino Unido,Inglés,Alto,11,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3500,Aclimatación recomendada,Bus + Caminata,Andes Premium Salt,Medio,Sí,Sí
21,Colombia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Maras,Bajo,Sí,3200,Hidratación básica,Bus,Backpacker Maras,Bajo,Sí,Sí
39,Japón,Japonés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3500,Llevar snacks energéticos,Bus + Caminata,Photo Andes Route,Medio,Sí,Sí
30,España,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Chinchero,Medio,Sí,3400,Hidratación constante,Bus,Maras Heritage Tour,Medio,Sí,Sí
35,China,Chino,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Valle Sagrado,Medio,Sí,3500,Aclimatación previa,Bus,Andes Heritage Tour,Medio,Sí,Sí
25,Perú,Español,Económico,5,Naturaleza,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Laguna Huaypo,Bajo,Sí,3200,Consumir agua,Bus,Nature Valley Tour,Bajo,Sí,Sí
42,Italia,Italiano,Alto,8,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Ollantaytambo,Medio,Sí,3450,Descansar antes del tour,Bus + Caminata,Heritage Salt Experience,Medio,Sí,Sí
31,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Machu Picchu,Medio,Sí,3450,Hidratación continua,Bus,Imperial Maras Tour,Medio,Sí,No
23,Bolivia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Yucay,Bajo,Sí,3200,Descansar correctamente,Bus,Tour Económico Cusco,Bajo,Sí,Sí
46,Suiza,Alemán,Alto,11,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Machu Picchu,Medio,Sí,3500,Preparación ligera,Bus + Tren,Premium Heritage Salt,Medio,Sí,No
27,Ecuador,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Chinchero,Bajo,Sí,3300,Evitar comidas pesadas,Bus,Circuito Maras,Bajo,Sí,Sí
35,Países Bajos,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Valle Sagrado,Medio,Sí,3500,Hidratación y descanso,Bus + Caminata,City Photo Salt Tour,Medio,Sí,Sí
24,Venezuela,Español,Económico,4,Aventura,No,No,Sí,Sí,Sí,No,Sí,Salineras de Maras,Ollantaytambo,Medio,Sí,3300,Consumir líquidos,Bus,Ruta Cultural Andes,Medio,Sí,Sí
47,Noruega,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3500,Aclimatación obligatoria,Bus,Andes Premium Salt,Bajo,Sí,Sí
28,Portugal,Portugués,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Yucay,Bajo,Sí,3300,Evitar alcohol,Bus,Ruta Colonial Salt,Bajo,Sí,Sí
32,Israel,Hebreo,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Pisac,Medio,Sí,3450,Descanso previo,Bus,Andes Heritage Route,Medio,Sí,Sí
26,Uruguay,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Maras,Bajo,Sí,3200,Hidratación básica,Bus,City Backpacker Salt,Bajo,Sí,Sí
40,Irlanda,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3500,Consumir agua frecuentemente,Bus,Cultural Discovery Salt,Medio,Sí,Sí
29,Sudáfrica,Inglés,Medio,6,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Valle Sagrado,Medio,Sí,3450,Usar bloqueador solar,Bus + Caminata,City Adventure Salt,Medio,Sí,Sí
34,Filipinas,Inglés,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Pisac,Bajo,Sí,3300,Medicamentos básicos,Bus,Cultural Andes Salt,Bajo,Sí,Sí
31,Marruecos,Árabe,Económico,4,Gastronómico,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Mercado de San Pedro,Bajo,No,3200,Descanso moderado,Bus,Food & Salt Tour,Bajo,Sí,Sí
43,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Ollantaytambo,Medio,Sí,3500,Aclimatación y descanso,Bus,Colonial Salt Explorer,Medio,Sí,Sí
27,Indonesia,Indonesio,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Yucay,Medio,Sí,3400,Hidratación permanente,Bus + Caminata,City Heritage Salt,Medio,Sí,Sí
38,Dinamarca,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Maras,Medio,Sí,3500,Preparación ligera,Bus,Historic Salt Tour,Medio,Sí,Sí
22,Paraguay,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Chinchero,Bajo,Sí,3200,Consumir agua,Bus,Tour Histórico Salt,Bajo,Sí,Sí
45,Austria,Alemán,Alto,10,Fotografía,Sí,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Pisac,Bajo,Sí,3300,Consulta médica,Bus,Cultural Premium Salt,Bajo,Sí,Sí
30,Costa Rica,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3400,Hidratación adecuada,Bus,Ruta Colonial Salt,Medio,Sí,Sí
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Valle Sagrado,Medio,Sí,3500,Ropa cómoda,Bus + Caminata,Photo Walk Andes,Medio,Sí,Sí
37,Rusia,Ruso,Alto,9,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Ollantaytambo,Medio,Sí,3500,Aclimatación previa,Bus,Cusco Imperial Salt,Medio,Sí,Sí
28,Perú,Español,Medio,5,Gastronómico,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Maras,Bajo,No,3300,Consumir mate de coca,Bus,Tour Gastronómico Salt,Bajo,Sí,Sí
36,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3450,Hidratación continua,Bus,Andes Photo Salt,Medio,Sí,Sí
23,Perú,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Chinchero,Bajo,Sí,3200,Descanso adecuado,Bus,City Budget Salt,Bajo,Sí,Sí
48,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Pisac,Bajo,Sí,3300,Control médico,Bus,Heritage Andes Salt,Bajo,Sí,Sí
31,Tailandia,Tailandés,Medio,6,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Maras,Medio,Sí,3450,Hidratación y descanso,Bus + Caminata,Cusco Colors Salt,Medio,Sí,Sí
35,Estados Unidos,Inglés,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Ollantaytambo,Medio,Sí,3500,Preparación ligera,Bus,Peru History Salt,Medio,Sí,Sí
24,Perú,Español,Económico,4,Gastronómico,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Maras,Bajo,No,3200,Consumir líquidos,Bus,Cusco Sabores Salt,Bajo,Sí,Sí
41,Canadá,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3500,Aclimatación previa,Bus,Colonial Photo Salt,Medio,Sí,Sí
27,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Pisac,Bajo,Sí,3300,Hidratación constante,Bus,Cultural Adventure Salt,Bajo,Sí,Sí
42,Brasil,Portugués,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3500,Ropa adecuada,Bus,Photo Premium Salt,Medio,Sí,Sí
29,Turquía,Turco,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,Salineras de Maras,Ollantaytambo,Medio,Sí,3450,Llevar medicamentos,Bus + Caminata,Andes Salt Tour,Medio,Sí,Sí
38,India,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Valle Sagrado,Medio,Sí,3500,Usar ropa ligera,Bus,City Explorer Salt,Medio,Sí,Sí
22,Bolivia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Salineras de Maras,Chinchero,Bajo,Sí,3200,Hidratación adecuada,Bus,Backpacker Peru Salt,Bajo,Sí,Sí
44,Bélgica,Francés,Alto,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,Salineras de Maras,Moray,Medio,Sí,3450,Control médico,Bus,Cultural Andes Salt,Medio,Sí,Sí
27,Perú,Español,Medio,4,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Hidratación adecuada,Bus,Tour Cultural,Bajo,Sí,Sí
35,Argentina,Español,Alto,6,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
22,Chile,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
46,Estados Unidos,Inglés,Alto,8,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Chinchero,Cusco Histórico,Bajo,No,3500,Descanso previo,Auto,Tour Premium,Bajo,Sí,Sí
31,Brasil,Portugués,Medio,5,Aventura,No,No,No,Sí,Sí,No,Sí,Chinchero,Moray,Medio,Sí,3800,Hidratación constante,Bus,Full Day,Medio,Sí,Sí
39,Francia,Francés,Alto,7,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3500,Evitar alcohol,Auto,Tour Relax,Bajo,Sí,Sí
24,México,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir mate de coca,Bus,Backpacker,Bajo,Sí,Sí
50,Canadá,Inglés,Alto,9,Cultural,Sí,Sí,No,Sí,Sí,Sí,Sí,Chinchero,Catedral del Cusco,Bajo,No,3400,Consulta médica,Auto,Tour Cultural,Bajo,Sí,Sí
28,Colombia,Español,Medio,5,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Usar protector solar,Bus,Photo Tour,Bajo,Sí,Sí
33,Italia,Italiano,Alto,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3600,Hidratación adecuada,Auto,Tour Histórico,Bajo,Sí,Sí
21,Bolivia,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
44,Reino Unido,Inglés,Alto,8,Relajación,Sí,No,No,Sí,Sí,Sí,Sí,Chinchero,Cusco Histórico,Bajo,No,3400,Descanso constante,Auto,Tour Relax,Bajo,Sí,Sí
29,Uruguay,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Hidratación constante,Bus,City Tour,Bajo,Sí,Sí
37,Australia,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
23,Ecuador,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
48,Japón,Japonés,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,Chinchero,Catedral del Cusco,Bajo,No,3400,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
30,Paraguay,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Evitar alcohol,Bus,Tour Histórico,Bajo,Sí,Sí
42,Portugal,Portugués,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar protector solar,Auto,Photo Tour,Bajo,Sí,Sí
20,Venezuela,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
45,China,Chino,Alto,8,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Chinchero,Cusco Histórico,Bajo,No,3400,Descanso previo,Auto,Tour Cultural,Bajo,Sí,Sí
26,Costa Rica,Español,Medio,4,Aventura,No,No,No,Sí,Sí,No,Sí,Chinchero,Moray,Medio,Sí,3800,Hidratación adecuada,Bus,Full Day,Medio,Sí,Sí
34,Suiza,Alemán,Alto,6,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
25,Perú,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
47,Estados Unidos,Inglés,Alto,9,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,Chinchero,Catedral del Cusco,Bajo,No,3400,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
32,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Hidratación constante,Bus,City Tour,Bajo,Sí,Sí
38,Francia,Francés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar protector solar,Auto,Photo Tour,Bajo,Sí,Sí
22,Chile,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
49,Canadá,Inglés,Alto,8,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Chinchero,Cusco Histórico,Bajo,No,3400,Descanso previo,Auto,Tour Premium,Bajo,Sí,Sí
28,Argentina,Español,Medio,5,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Hidratación adecuada,Bus,Photo Tour,Bajo,Sí,Sí
36,Italia,Italiano,Alto,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3600,Evitar alcohol,Auto,Tour Histórico,Bajo,Sí,Sí
24,Brasil,Portugués,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir mate de coca,Bus,Backpacker,Bajo,Sí,Sí
43,Alemania,Alemán,Alto,8,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,Chinchero,Catedral del Cusco,Bajo,No,3400,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
29,Colombia,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Hidratación constante,Bus,City Tour,Bajo,Sí,Sí
40,Australia,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
21,Ecuador,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
46,Japón,Japonés,Alto,9,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Chinchero,Cusco Histórico,Bajo,No,3400,Descanso previo,Auto,Tour Cultural,Bajo,Sí,Sí
31,Paraguay,Español,Medio,5,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Hidratación adecuada,Bus,Photo Tour,Bajo,Sí,Sí
39,Portugal,Portugués,Alto,7,Relajación,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3500,Evitar alcohol,Auto,Tour Relax,Bajo,Sí,Sí
23,Venezuela,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
44,China,Chino,Alto,8,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,Chinchero,Catedral del Cusco,Bajo,No,3400,Consulta médica,Auto,Tour Histórico,Bajo,Sí,Sí
27,Costa Rica,Español,Medio,4,Aventura,No,No,No,Sí,Sí,No,Sí,Chinchero,Moray,Medio,Sí,3800,Hidratación adecuada,Bus,Full Day,Medio,Sí,Sí
35,Suiza,Alemán,Alto,6,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar protector solar,Auto,Photo Tour,Bajo,Sí,Sí
26,Perú,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
48,Estados Unidos,Inglés,Alto,9,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,Chinchero,Catedral del Cusco,Bajo,No,3400,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
33,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Hidratación constante,Bus,City Tour,Bajo,Sí,Sí
37,Francia,Francés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar bloqueador,Auto,Photo Tour,Bajo,Sí,Sí
22,Chile,Español,Económico,2,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,SSí
50,Canadá,Inglés,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,Sí,Chinchero,Catedral del Cusco,Bajo,No,3400,Consulta médica,Auto,Tour Relax,Bajo,Sí,Sí
30,Argentina,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Moray,Bajo,No,3700,Hidratación adecuada,Bus,Tour Histórico,Bajo,Sí,Sí
41,Italia,Italiano,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Chinchero,Maras,Bajo,No,3700,Usar protector solar,Auto,Photo Tour,Bajo,Sí,Sí
25,Brasil,Portugués,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,Chinchero,Valle Sagrado,Bajo,No,3600,Consumir líquidos,Bus,Backpacker,Bajo,Sí,Sí
26,Perú,Español,Medio,4,Aventura,No,No,No,Sí,Sí,Sí,Sí,Camino Inca,Machu Picchu,Alto,Sí,4200,Aclimatación previa,Trekking,Camino Inca Clásico,Alto,No,No
34,Estados Unidos,Inglés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Camino Inca,Wiñay Wayna,Alto,Sí,4300,Hidratación constante,Trekking,Inca Trail Premium,Alto,No,No
22,Argentina,Español,Económico,5,Mochilero,No,No,No,Sí,Sí,No,Sí,Camino Inca,Ollantaytambo,Alto,Sí,4100,Consumir líquidos,Trekking,Backpacker Inca Trail,Alto,No,No
41,Canadá,Inglés,Alto,8,Aventura,No,No,No,Sí,Sí,Sí,Sí,Camino Inca,Inti Punku,Alto,Sí,4300,Descanso adecuado,Trekking,Sacred Inca Trek,Alto,No,No
28,Brasil,Portugués,Medio,6,Naturaleza,No,No,Sí,Sí,Sí,No,Sí,Camino Inca,Valle Sagrado,Alto,Sí,4200,Hidratación continua,Trekking,Nature Inca Tour,Alto,No,No
37,Alemania,Alemán,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Camino Inca,Runkurakay,Alto,Sí,4300,Usar protector solar,Trekking,Photo Inca Adventure,Alto,No,No
24,Chile,Español,Económico,4,Aventura,No,No,No,Sí,Sí,Sí,No,Camino Inca,Pisac,Medio,Sí,3900,Consumir mate de coca,Trekking,Ruta Inca Económica,Medio,No,No
33,Francia,Francés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Camino Inca,Machu Picchu,Alto,Sí,4300,Aclimatación obligatoria,Trekking,Andes Explorer Trek,Alto,No,No
29,México,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,Camino Inca,Sacsayhuamán,Medio,Sí,4000,Descanso moderado,Trekking,Inca Heritage Route,Medio,No,No
45,Reino Unido,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Camino Inca,Wiñay Wayna,Alto,Sí,4300,Preparación física,Trekking,Premium Andes Trek,Alto,No,No
21,Colombia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,Camino Inca,Cusco,Medio,Sí,3900,Hidratación básica,Trekking,Budget Inca Trek,Medio,No,No
39,Japón,Japonés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,Camino Inca,Inti Punku,Alto,Sí,4300,Llevar snacks energéticos,Trekking,Photo Trek Peru,Alto,No,No
30,España,Español,Medio,6,Aventura,No,No,No,Sí,Sí,Sí,Sí,Camino Inca,Ollantaytambo,Alto,Sí,4200,Hidratación constante,Trekking,Inca Adventure Route,Alto,No,No
35,China,Chino,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,Camino Inca,Machu Picchu,Alto,Sí,4300,Aclimatación previa,Trekking,Andes Heritage Trek,Alto,No,No
